Municipality,Establishment,License Number,VGT Count,Amount Played,Amount Won,Net Wager,Funds In,Funds Out,Net Terminal Income,NTI Tax,State Share,Municipality Share
Ridge Farm,CYNTHIA L. MASON ,120709523,4,230874.53,210758.15,20116.38,98553,78436.52,20116.48,6839.56,5833.74,1005.82
Moline,Rosy's Watering Hole Inc.,120709515,6,9887759.01,8922359.19,965399.82,3087923,2122522.68,965400.32,332535.91,283633.56,48902.35
Moline,2 Bad Boyz LLC,120709508,5,3199384.31,2904650.63,294733.68,1011801,717067.47,294733.53,101731.25,86770.76,14960.49
Freeport,"Freeport Lanes, Inc.",120709451,6,2709355.91,2487218.28,222137.63,1099747,877609.2,222137.8,76615.19,65348.27,11266.92
Seneca,"Fergy's Bar & Grill, Inc.",120709446,6,5564993.45,5085859.11,479134.34,1871988,1392829.17,479158.83,165308.88,140998.75,24310.13
Du Bois,Mule Barn Incorporated,120709442,6,2834121.71,2546889.18,287232.53,982850,695617.47,287232.53,99072.28,84502.83,14569.45
Teutopolis,"Drinkers & Thinkers Tavern, Inc.",120709440,3,2638008.27,2407864.47,230143.8,1075671,845527.2,230143.8,79390.48,67715.41,11675.07
Franklin Park,"The Underpass Restaurant & Lounge, Inc.",120709439,6,5388184.91,4893681.75,494503.16,1920114,1425610.84,494503.16,170754.16,145643.26,25110.9
Pecatonica,B.N.S. CORPORATION,120709432,6,3175857.58,2866092.27,309765.31,1253988,944222.69,309765.31,106833.47,91122.67,15710.8
Milan,"Pagalo's, Inc.",120709428,5,415439.51,373840.85,41598.66,144578,102979.34,41598.66,14317.4,12211.89,2105.51
Homewood,"Tin Ceiling Tavern, LTD.",120709426,6,5530375.03,5011127.64,519247.39,1751163,1231915.21,519247.79,178933.46,152619.71,26313.75
Homewood,"MAYBERRY, INC.",120709425,6,6732014.97,6090935.83,641079.14,2354481,1713401.86,641079.14,221245.33,188709.28,32536.05
Ottawa,"Dettore's Town Lanes, Inc.",120709421,3,79692.31,76637.3,3055.01,24764,21709.33,3054.67,1038.6,885.85,152.75
St. Clair County,"White Top Inn, Inc.",120709419,6,4026901.56,3699735.83,327165.73,1492229,1165063.27,327165.73,113039.2,96415.8,16623.4
Rochelle,"MCWYKA, Inc.",120709311,5,1109019.4,995271.25,113748.15,434018,320269.81,113748.19,39187.1,33424.29,5762.81
Carbon Cliff,"GARRETT'S MAIN TRACK INN, INC.",120709310,5,2725107.05,2446435.38,278671.67,864952,586280.33,278671.67,96321.23,82156.35,14164.88
Beckemeyer,"MAINSTREET BAR & GRILL, INC.",120709304,5,1170464.66,1061860.42,108604.24,448349,339745.06,108603.94,37430.71,31926.2,5504.51
Ottawa,MAX BRANDON UMBARGER ,120709303,6,2906192.41,2638861.37,267331.04,980607,713265.25,267341.75,92239.22,78674.65,13564.57
Greenville,John Helige,120709297,5,1778743.67,1617608.34,161135.33,477979,316843.83,161135.17,55661.17,47475.74,8185.43
Decatur,Columbus Club of Decatur,120709294,6,5204393.41,4745338.12,459055.29,1927826,1468770.71,459055.29,158196.28,134932.13,23264.15
Carrollton,"The Carrollton Levee, Inc.",120709290,6,5287885.5,4842810.02,445075.48,1698240,1253164.52,445075.48,153744.63,131135.13,22609.5
Moline,"Harley's Tavern, Inc.",120709278,4,2778251.06,2531724.36,246526.7,891402,644875.3,246526.7,85049.62,72542.33,12507.29
Venedy,"Seg's Place,Inc.",120709252,5,902659.58,835472.46,67187.12,340109,272921.88,67187.12,23172.76,19764.99,3407.77
Franklin Park,"CHRISTOS & KOSTAS, INC.",120709251,6,2082207.3,1900715.47,181491.83,794224,612732.17,181491.83,61851.13,52755.37,9095.76
Carpentersville,"SKEETER'S SALOON, INC.",120709248,6,4905667.6,4499627.98,406039.62,1586597,1180557.33,406039.67,140040.56,119446.37,20594.19
Fox River Grove,"RGJ ENTERPRISES, INC.",120709247,6,5348038.34,4929798.52,418239.82,2030495,1612255.18,418239.82,144382.97,123150.16,21232.81
East Gillespie,The Workplace Pub Inc.,120709246,6,3227163.37,2922089.63,305073.74,1047955,742823.76,305131.24,105325.12,89836.16,15488.96
Carpentersville,"MORANO INVESTMENT, INC.",120709244,6,998115.2,914463.02,83652.18,395898,312245.92,83652.08,28801.3,24565.8,4235.5
Sangamon County,Cheers Lounge Inc.,120709222,6,1902493.28,1716432.5,186060.78,622899,436838.22,186060.78,64265.67,54814.84,9450.83
Oquawka,Gregory Beucher ,120709219,6,4663581.1,4220733.97,442847.13,1378651,935803.87,442847.13,152851.23,130373.1,22478.13
Round Lake,"25TH ALLEY LOUNGE, INC.",120709211,6,3974723.22,3629817.71,344905.51,1556888,1211982.49,344905.51,118871.8,101390.64,17481.16
Marion County,"H & J GOLF COURSE, INC.",120709201,4,431652.58,391169.56,40483.02,156935,116451.98,40483.02,13993.21,11935.38,2057.83
Bartelso,Larry A. Winkeler,120709176,5,978545.44,897160.36,81385.08,345284,263899.03,81384.97,28042.95,23919.01,4123.94
Montgomery,"SANS OF MONTGOMERY, INC.",120709162,6,4814907.36,4362581.46,452325.9,1724282,1271956.1,452325.9,156059.73,133109.8,22949.93
Quincy,John E Schutte & Paul E Workman,120709152,4,1779499.44,1583594.94,195904.5,668578,472673.55,195904.45,67514.79,57586.12,9928.67
Burnham,"Waterfront Marine, Inc.",120709151,6,4061595.7,3674909.59,386686.11,1381540,994853.89,386686.11,133150.44,113569.5,19580.94
Quincy,"UBB, INC",120709144,4,1993390.59,1757854.33,235536.26,815933,580396.41,235536.59,81167.37,69231,11936.37
Quincy,"CLUB WEST OF QUINCY, INC",120709105,4,1048095.49,918697.39,129398.1,348818,219419.9,129398.1,44605.02,38045.45,6559.57
Caseyville,Caseyville Inn Corp.,120709098,4,1284084.75,1177329.12,106755.63,383358,276602.25,106755.75,36825.26,31409.8,5415.46
Shiloh,"Wings of Shiloh, Inc.",120709097,6,3291255,3045646.32,245608.68,995672,750063.32,245608.68,84455.87,72035.92,12419.95
Aurora,"Attitudes Restaurant & Bar, LTD.",120709096,5,7275154.06,6606793.96,668360.1,2579960,1911599.7,668360.3,230559.07,196653.35,33905.72
St. Clair County,Dutch Hollow Barn Corp.,120709095,6,1898351.27,1708416.93,189934.34,621890,431955.66,189934.34,65533.25,55896.02,9637.23
Springfield,Dirty South Inc.,120709093,6,3394430.35,3093222.95,301207.4,1538505,1237297.35,301207.65,103880.95,88604.34,15276.61
Dolton,"V.I.P. LOUNGE, INC.",120709091,4,1918225.16,1744003.44,174221.72,772758,598536.02,174221.98,60159.36,51312.4,8846.96
Granite City,El Gato Corp.,120709087,6,4262870.56,3858576.23,404294.33,1214889,810594.67,404294.33,139523.46,119005.33,20518.13
St. Clair County,Jo-Al Enterprises LLC,120709067,6,903828.91,821376.3,82452.61,273754,191301.39,82452.61,28441.12,24258.61,4182.51
Springfield,"Westwoods Lodge of Sangamon County, Inc.",120709066,6,4073378.19,3703411.05,369967.14,1223033,853065.86,369967.14,127234.36,108523.44,18710.92
Pekin,"AGR Group, LLC",120709064,4,591335.17,528095,63240.17,210033,146792.83,63240.17,21893.98,18674.3,3219.68
Coulterville,"Side Rhodes, Inc.",120709000,6,2091035.24,1947791.52,143243.72,743699,600455.28,143243.72,49402.73,42137.64,7265.09
Springfield,Joseph O. Jannazzo,120708998,6,6381297.29,5859429.31,521867.98,2235896,1714027.24,521868.76,180009.66,153537.66,26472
Springfield,Thomas Endres ,120708996,5,1413118.67,1321207.09,91911.58,405046,313134.42,91911.58,31675.49,27017.32,4658.17
Waukegan,"Darb, Inc.",120708992,6,7296176.44,6724873.51,571302.93,2620247,2048944.27,571302.73,197091.08,168107.1,28983.98
Athens,D.Q.R. Enterprises Inc,120708986,6,4692368.44,4329676.17,362692.27,1459544,1096851.73,362692.27,125048.32,106658.86,18389.46
Ottawa,Muffy's Inc.,120708872,6,4966371.3,4518037.25,448334.05,1702803,1254469.55,448333.45,154744.64,131988.08,22756.56
Ottawa,Forsees Inc.,120708871,6,4326504.81,3923262.08,403242.73,1521107,1117864.27,403242.73,139502.7,118987.63,20515.07
Peru,"Cabin Fever Bar & Grill, Inc.",120708866,6,2827611.19,2564279.53,263331.66,1085041,821709.34,263331.66,90742.4,77397.91,13344.49
Chillicothe,"R.J.'s Club 29, Inc.",120708861,6,4208696.06,3907412.15,301283.91,1340493,1039209.5,301283.5,103990.48,88697.78,15292.7
Washington,"Plaza Lanes, LLC",120708860,6,1464451.01,1339990.43,124460.58,397678,273217.42,124460.58,42981.4,36660.62,6320.78
Naplate,Splash-N-Go Pub Inc.,120708858,6,2921107.44,2675619.42,245488.02,1072503,827014.98,245488.02,84686.28,72232.41,12453.87
Breese,"V & H Recreation, Inc.",120708857,6,6157696.31,5607116.09,550580.22,2021304,1470723.78,550580.22,189735.51,161833.22,27902.29
Sandoval,"Crossroads Package Liquor & Bar, Inc.",120708854,6,3728952.51,3439894.18,289058.33,1150383,861325.12,289057.88,99657.28,85001.79,14655.49
Quincy,K.DYER INC.,120708850,4,784948.28,691829.74,93118.54,339115,245996.59,93118.41,32130.09,27405.07,4725.02
Rock Island,"Bethany Enterprises, Inc.",120708849,6,12209106.91,10941443.65,1267663.26,3697043,2429379.74,1267663.26,437281.95,372975.78,64306.17
Princeton,Skoonerz Inc.,120708847,5,586407.93,527740.49,58667.44,233560,174893.41,58666.59,20222.94,17248.98,2973.96
Tazewell County,"Blacktop Inn, Inc.",120708844,6,3530159.29,3219979.79,310179.5,1166763,856583.5,310179.5,106941.95,91215.2,15726.75
Lacon,"Lacon Cafe, Inc.",120708744,6,1879350.82,1717779.16,161571.66,720336,558764.34,161571.66,55854.35,47640.5,8213.85
Bureau,"Side Tracked, Inc.",120708741,5,885838.09,808539.04,77299.05,278772,201472.95,77299.05,26710.09,22782.12,3927.97
Aurora,"Aurora La Villita, Inc. ",120708740,5,2709036.6,2441020.12,268016.48,902458,634306.87,268151.13,92328.57,78750.86,13577.71
Wamac,"JERRY'S GRILL AND BAR, INC.",120708739,6,574195.37,516967.18,57228.19,183314,126085.8,57228.2,19704.12,16806.45,2897.67
De Witt,"HTMT, Inc.",120708730,6,1635260.06,1518630.88,116629.18,514437,397807.82,116629.18,40541.48,34579.51,5961.97
Hoyleton,"Kretz, Inc.",120708728,6,3829802.24,3494894.96,334907.28,1362427,1027519.72,334907.28,115532.8,98542.69,16990.11
University Park,"Pam Kaye, Inc.",120708655,6,3294114.58,2975098.35,319016.23,1499521,1180504.77,319016.23,110099.65,93908.53,16191.12
Grant Park,"Pam Kaye, Inc.",120708654,4,1194130.41,1078349.95,115780.46,388955,273174.62,115780.38,40000.32,34117.92,5882.4
Atlanta,"GED, Inc.",120708652,4,1030906.94,946883.03,84023.91,367213,283189.09,84023.91,28989.02,24725.96,4263.06
Leonore,"Randall J. Schmitt, Inc.",120708651,5,988862.85,887406.49,101456.36,389626,288169.43,101456.57,35020.14,29870.09,5150.05
Danville,"H. Pierce Enterprises, Inc.",120708649,5,1465386.23,1331493.06,133893.17,464061,330167.65,133893.35,46158.49,39370.48,6788.01
East Peoria,"Sherm's Variety Club, Inc.",120708644,6,2574494.25,2333446.78,241047.47,792082,551034.53,241047.47,83164.16,70934.12,12230.04
Harristown,"R-KAT, INC.",120708640,6,3239303.62,2945650.31,293653.31,1193827,900173.69,293653.31,101184.55,86304.48,14880.07
Bloomington,Richard's Services Inc.,120708637,5,4583699.17,4213028.23,370670.94,1506556,1135885.06,370670.94,127668.69,108893.89,18774.8
Waukegan,P.C. Louie's Inc.,120708635,6,1992691.58,1838133.31,154558.27,728654,574095.73,154558.27,53433.23,45575.4,7857.83
Springfield,Good Timer Inc.,120708634,6,3423848.92,3104202.62,319646.3,1301147,981500.7,319646.3,109775.53,93632.08,16143.45
Brookfield,"R.J.D. Enterprises, Inc.",120708629,6,5574549.07,5099337.79,475211.28,1854146,1378934.72,475211.28,163822.41,139730.89,24091.52
Lyons,"Rick D Enterprises, Inc.",120708622,6,4420586.11,4017418.65,403167.46,1329564,926394.7,403169.3,138810.35,118397.07,20413.28
Tazewell County,Regina Stone,120708621,6,4554226.42,4145587.54,408638.88,1498738,1090099.28,408638.72,140932.14,120206.83,20725.31
Will County,"Carillon Enterprises, LLC",120708617,4,723784.62,680749.45,43035.17,242456,199420.88,43035.12,14902.92,12711.3,2191.62
Harristown,THE BOBS' I LLC,120708504,6,7904217.39,7305299.12,598918.27,2403115,1804196.73,598918.27,206780.18,176371.33,30408.85
Sangamon County,"Top Set Management, LLC",120708502,6,3504747.36,3231706.76,273040.6,1333511,1060533.55,272977.45,93548.6,79791.49,13757.11
Troy Grove,Mike's Brownstone Inc.,120708499,3,843722.86,792095.93,51626.93,235605,183978.53,51626.47,17907.63,15274.16,2633.47
South Wilmington,"Rury's Tap & Bowl, Inc.",120708496,6,1343103.45,1218915.25,124188.2,479707,355518.85,124188.15,43011.01,36685.87,6325.14
Mount Auburn,"DENN/TERR, INC.",120708493,6,1926475.15,1769446.22,157028.93,567432,410405.47,157026.53,54062.92,46112.49,7950.43
Marion,"Heartland Liquors, Inc.",120708489,6,796965.52,729022.96,67942.56,323294,255351.44,67942.56,23539.64,20077.92,3461.72
Berwyn,"Tapp City, Inc.",120708475,6,3483839.29,3135062.44,348776.85,1265498,916721.15,348776.85,120309.87,102617.23,17692.64
Summit,"Fat Jem Enterprises, Inc.",120708474,6,5058564.08,4563835.86,494728.22,1780319,1285562.98,494756.02,170691.11,145589.48,25101.63
Streator,"Parkway Club, Inc.",120708471,6,5059479.7,4685973.38,373506.32,1705786,1332260.83,373525.17,128913.46,109955.61,18957.85
Fairview Heights,JD's Firewater Incorporated,120708468,6,5024754.01,4609731.25,415022.76,1764985,1349962.58,415022.42,143450.92,122355.21,21095.71
Wilsonville,"PROGRESSIVE CLUB, INC.",120708467,5,377651.45,342853.41,34798.04,113086,78288.34,34797.66,12023.63,10255.45,1768.18
Streator,"WILK'S, INC.",120708466,6,4199982.25,3802438.8,397543.45,1438957,1041371.5,397585.5,137474.75,117257.87,20216.88
Decatur,"Variety Liquors, Inc.",120708465,6,4046693.88,3704920.72,341773.16,1644843,1303069.84,341773.16,117757.88,100440.57,17317.31
Madison County,"Mike Schlemer, Inc.",120708464,6,4627450.02,4276236.73,351213.29,1561069,1209840.89,351228.11,121193.97,103371.32,17822.65
Granite City,"Kopp's Korner, Inc.",120708463,6,2272102.53,2044984.98,227117.55,700330,473212.39,227117.61,78272.34,66761.69,11510.65
Alton,"Kopp's Korner, Inc.",120708462,5,432923.52,398359.37,34564.15,140329,105764.85,34564.15,11795.4,10060.77,1734.63
Milan,"Welcome Bar & Restaurant, Inc.",120708461,6,1416746.27,1306712.4,110033.87,404617,294583.13,110033.87,37968.08,32384.55,5583.53
Oakford,"Wallace Trading Post, Inc.",120708422,6,1700833.87,1546167.01,154666.86,587419,432752.14,154666.86,53355.88,45509.44,7846.44
Rock Island,"Poor Boy's Pizza, Inc.",120708413,6,5453954.89,4981420.25,472534.64,1660809,1188274.06,472534.94,162610.78,138697.44,23913.34
Litchfield,"Litchfield Bowling, Incorporated",120708411,6,532196.64,485332.86,46863.78,180980,134116.22,46863.78,16086.29,13720.65,2365.64
Wilmington (Will),"HAYDEN'S CROSSING, INC.",120708410,5,802970.05,739532.41,63437.64,308325,244887.16,63437.84,21867.71,18651.89,3215.82
Wamac,"INDUSTRIAL TAVERN, INC.",120708407,6,3560491.02,3230697.37,329793.65,1129087,799281.94,329805.06,113872.91,97126.9,16746.01
Waukegan,BGB Traders Inc.,120708400,6,6984838.55,6283087.45,701751.1,2598875,1897123.46,701751.54,242034.19,206440.94,35593.25
Waukegan,Pete's Pub Inc.,120708398,6,4988094.66,4519859.52,468235.14,1952446,1484171.76,468274.24,161431.07,137691.22,23739.85
Chicago Ridge,"NICK'S PIZZA & CATERING, INC.",120708338,6,2362724.04,2142783.83,219940.21,784316,564375.79,219940.21,76033.53,64852.12,11181.41
Meredosia,Dosh Inc.,120708335,5,1953069.66,1767692.69,185376.97,628549,443171.92,185377.08,64084.48,54660.28,9424.2
North Riverside,JDM GROUP CORPORATION ,120708334,5,6496194.95,5878957.4,617237.55,2073366,1456128.45,617237.55,213049.65,181718.82,31330.83
Lyons,Marlins On Pershing Inc.,120708328,6,4150478.6,3756654.33,393824.27,1490545,1096720.33,393824.67,135881.13,115898.6,19982.53
Blue Island,City of Blue Island,120708327,6,1553937.39,1425812.41,128124.98,655469,527344.02,128124.98,44108.22,37621.73,6486.49
Danville,Denmark Park NFP,120708326,4,1685746.58,1557482.66,128263.92,630990,502726.08,128263.92,44231.82,37727.12,6504.7
Decatur,"Bigler's Curve, Inc.",120708323,6,4172110.81,3827893.25,344217.56,1602510,1258292.84,344217.16,118915.3,101427.76,17487.54
Vermilion County,"Wolf Creek Golf Club, LLC",120708321,3,243478,224120.38,19357.62,70121,50763.38,19357.62,6683.89,5700.96,982.93
Joliet,"Knorr Enterprises, Inc.",120708317,6,2281784.91,2062134.35,219650.56,798345,578694.44,219650.56,75809.22,64660.84,11148.38
Georgetown,"S.P. & J.P., INC.",120708315,6,3937038,3610483.66,326554.34,1112209,785654.73,326554.27,112709.09,96134.24,16574.85
Litchfield,"J.D.S. Saloon, Inc.",120708314,6,3011951.58,2731507.66,280443.92,957785,677341.08,280443.92,96703.21,82482.14,14221.07
Waukegan,The Frolic Inc.,120708312,6,4163418.57,3790468.98,372949.59,1771324,1398374.41,372949.59,128829.66,109884.14,18945.52
Wood River,"Lucy's Place, LLC",120708302,6,8799041.77,8033130,765911.77,2743193,1977281.23,765911.77,264490.77,225595.07,38895.7
Virden,JO'S PLACE INC.,120708295,6,1827892.03,1714010.5,113881.53,625912,512030.82,113881.18,39200.19,33435.46,5764.73
Bartonville,"Club Seven, Inc.",120708294,5,711113.22,656550.13,54563.09,296498,241934.25,54563.75,18814.46,16047.65,2766.81
Hickory Hills,"The Sock Sports Bar & Grill, Inc.",120708227,6,7396450.93,6630904.51,765546.42,2435741,1670150.58,765590.42,264028.08,225200.4,38827.68
Fairview Heights,"Lucy's Place, LLC",120708226,6,9472348.35,8657766.13,814582.22,3204627,2390035.78,814591.22,280197.74,238992.2,41205.54
Hickory Hills,"Greko Investments, Inc.",120708223,6,4252231.4,3875823.76,376407.64,1420886,1044478.36,376407.64,129709.94,110634.94,19075
Genoa,"Hill's Tap, Inc.",120708221,4,1350341.9,1237703.51,112638.39,449380,336741.61,112638.39,38915.06,33192.27,5722.79
Godfrey,"Godfrey Fairways, Inc.",120708218,3,325087.8,291649.15,33438.65,98074,64635.67,33438.33,11574.6,9872.46,1702.14
Hometown,KK's New Town Lounge Incorporated,120708217,6,6210715.29,5664749.18,545966.11,2206798,1660831.44,545966.56,188231.32,160550.24,27681.08
Litchfield,"Lucy's Place, LLC",120708214,6,8804457.45,7974886.97,829570.48,2849883,2020312.52,829570.48,286418.5,244298.13,42120.37
Pekin,"JJ-Kou, Inc.",120708213,6,9659836.86,8734556.67,925280.19,3075882,2150592.16,925289.84,318999.48,272087.81,46911.67
Berwyn,"JUNIOR'S BAR AND GRILL, INC.",120708208,6,4125727.07,3736251.68,389475.39,1422340,1032864.56,389475.44,134414.09,114647.31,19766.78
Knox County,"How-Dog, Inc.",120708207,6,3551080.07,3245820.05,305260.02,1156334,851073.98,305260.02,105377.68,89880.97,15496.71
Henry,"Grandma's Bar & Grill, Inc.",120708206,6,1363664.16,1225244.53,138419.63,501847,363426.37,138420.63,47728.26,40709.4,7018.86
Waukegan,"219 Sports Bar, LLC",120708201,6,6925902.26,6309097.41,616804.85,2569440,1952635.15,616804.85,212731.67,181447.58,31284.09
Summit,"Town Tap, Inc.",120708196,6,5996172.4,5429597.5,566574.9,1998473,1431898.1,566574.9,195347.62,166620.03,28727.59
Bement,"Larced, Inc.",120708195,5,1304036.99,1198192.5,105844.49,382379,276534.51,105844.49,36521.5,31150.7,5370.8
Roseville,"T & J's Goodtimes Tap, Inc.",120708187,5,1087983.76,992210.41,95773.35,290776,195003,95773,32950.78,28105.08,4845.7
Centralia,Ranford Corporation,120708140,6,3474398.07,3157989.49,316408.58,1024883,708259.27,316623.73,109199.69,93140.91,16058.78
Mascoutah,"The Nite Deposit, Inc.",120708139,6,432307.44,387645.6,44661.84,145782,101120.42,44661.58,15383.7,13121.37,2262.33
Ashley,"Chop's Family Inn, Inc.",120708138,6,1241698.99,1122079.44,119619.55,382246,262626.19,119619.81,41330.06,35252.11,6077.95
Girard,WAYTOWN L.L.C.,120708136,6,2226821.36,2019104.96,207716.4,693008,485291.92,207716.08,71534.65,61014.85,10519.8
Oak Lawn,Avenue Flower Shop LLC,120708134,6,13523662.44,12191877.5,1331784.94,4377339,3045554.06,1331784.94,459517.39,391941.32,67576.07
La Salle County,CYNTHIA BURNETT,120708132,6,4795482.37,4403172.49,392309.88,1554193,1161883.12,392309.88,135378.07,115469.55,19908.52
Oak Lawn,West End 6950 Corp.,120708129,6,4855766.35,4446118.21,409648.14,1625949,1216301.06,409647.94,141160.94,120401.96,20758.98
De Witt,"J & J Polen, Inc.",120708128,6,4173660.51,3903544.2,270116.31,1337881,1067764.69,270116.31,93184.48,79480.9,13703.58
Richmond,"Gourmet Foods International, LTD",120708125,6,4918040.55,4472228.87,445811.68,1928952,1483139.92,445812.08,153674.23,131075.06,22599.17
Berwyn,"Arteaga Enterprises, Inc.",120708124,4,1562885.2,1392721.49,170163.71,730635,560469.29,170165.71,58592.85,49976.28,8616.57
Loves Park,"Park Bowl, Inc.",120708121,6,1514181.49,1364363.22,149818.27,528958,379139.73,149818.27,51700.21,44097.22,7602.99
Madison,St. Stanislaus Lodge No. 1004,120708107,4,347649.28,316315.23,31334.05,109642,78307.95,31334.05,10653.61,9086.91,1566.7
Rockford,"Brewsky's Neighborhood Bar, Inc.",120708105,6,5374480.16,4971616.63,402863.53,1787116,1384231.82,402884.18,138933.47,118502.1,20431.37
Sangamon County,"HRM OF ILLINOIS, INC.",120708101,6,753994.18,683845.47,70148.71,269567,199418.29,70148.71,23966.56,20442.07,3524.49
Philo,Philo Tap Inc.,120708096,5,2237380.58,2051341.63,186038.95,902478,716439.05,186038.95,64162.22,54726.61,9435.61
Baldwin,Jean Minemann,120708093,6,2065741.37,1904163.73,161577.64,706373,544795.07,161577.93,55083.91,46983.33,8100.58
Wood Dale,"CROSSROADS TOO, INC.",120708092,6,6801517.92,6145348.91,656169.01,2275256,1619086.99,656169.01,226757.71,193410.98,33346.73
Wood Dale,"MANFRED'S BIERSTUBE, INC.",120708030,6,4831763.37,4380472.79,451290.58,1752421,1301117.32,451303.68,155915.93,132987.13,22928.8
Sangamon County,"Paula's Landing, LLC ",120708028,6,2060372.4,1872268.16,188104.24,753433,565329.59,188103.41,64909.81,55364.27,9545.54
Joliet,"Joliet Town and Country Lanes, Inc.",120708025,6,2982073.66,2708915.39,273158.27,1043544,770385.73,273158.27,94286.78,80421.09,13865.69
Princeton,Sandra Kuhn,120708019,6,2158928.35,1980528.57,178399.78,660808,482408.39,178399.61,61666.74,52598.1,9068.64
Oak Forest,"SECOND CHANCE INN, INC.",120708015,6,3791760.97,3463814.56,327946.41,1437724,1109627.58,328096.42,112996.31,96379.21,16617.1
Westville,"JULIE'S SHOOTING STAR, INC.",120708010,6,6051004.46,5512076.4,538928.06,2270897,1731968.94,538928.06,186085.28,158719.78,27365.5
Springfield,"ALAMO FOODS, INC.",120708006,6,2446749.07,2246467.99,200281.08,806142,605861.12,200280.88,69135.22,58968.29,10166.93
Chatham,"ALAMO FOODS, INC.",120708004,6,4245596.85,3942495.11,303101.74,1425602,1122500.27,303101.73,104599.51,89217.26,15382.25
North Chicago,Foss Park District,120708003,6,1228105.91,1128212.53,99893.38,499449,399555.56,99893.44,34594.67,29507.24,5087.43
Creve Coeur,"Larry's Driftwood, Inc.",120707998,6,2354526.22,2159242.88,195283.34,867881,672597.86,195283.14,67153.53,57278.02,9875.51
Banner,Becky J. Munton,120707993,6,310812.32,295901.04,14911.28,94775,79864.53,14910.47,5069.58,4324.06,745.52
East Alton,S V Ventures Inc.,120707991,6,345694.31,320696.17,24998.14,116401,91400.87,25000.13,8500.03,7250.01,1250.02
Benld,Randy Koniak,120707989,6,1262337.95,1134487.4,127850.55,449027,321176.55,127850.45,44030.92,37555.79,6475.13
Streator,"E & J 12th Street Tap, Inc.",120707987,6,2560874.66,2375611.99,185262.67,904679,719416.05,185262.95,63948.96,54544.71,9404.25
St. David,Cathy L. Phillips,120707985,6,4177909.5,3804653.39,373256.11,1362210,988953.89,373256.11,128673.48,109750.91,18922.57
Vermilion County,"Short Stop Liquor, Inc.",120707937,6,3978502.16,3612648.63,365853.53,1412810,1046934.05,365875.95,126185.05,107628.43,18556.62
Hometown,"Shani, Inc.",120707936,6,12927590.66,11652907.84,1274682.82,5105086,3830403.18,1274682.82,439766.37,375094.84,64671.53
Westville,Wayne & Patricia A. Bryant,120707935,6,1021871.23,934691.7,87179.53,400201,313021.47,87179.53,29710.57,25341.36,4369.21
Waukegan,Waukegan Bally Muck Inc.,120707932,6,6490687.66,5945757.41,544930.25,2334848,1789917.48,544930.52,188075.67,160417.47,27658.2
Towanda,"CTC Partners, LLC",120707930,6,5113209.6,4642906.78,470302.82,1960724,1490421.18,470302.82,161947.97,138132.1,23815.87
Ladd,"Ladd Lanes, Inc.",120707929,6,1285603.13,1171141.14,114461.99,382438,267976.01,114461.99,39457.92,33655.32,5802.6
Mendota,Ron's Easy Corner Inc.,120707925,6,610566.34,546879.94,63686.4,215060,151373.22,63686.78,22080.09,18833,3247.09
Streator,"Beavers Tap, Inc.",120707923,6,140403.72,126622.71,13781.01,53761,39979.99,13781.01,4761.33,4061.13,700.2
Sublette,"RDS GROUP, INC.",120707920,4,706741.59,634572.5,72169.09,264495,192325.97,72169.03,24884.41,21224.94,3659.47
Granite City,"Jacob's Bar, Inc.",120707918,6,1041518.51,952060.06,89458.45,331665,242206.55,89458.45,31072.86,26503.32,4569.54
Chatsworth,"Rick & Anita's, Inc.",120707915,6,2483507.78,2286344.38,197163.4,977200,780036.6,197163.4,67932.49,57942.41,9990.08
Monmouth,Andrew Waters,120707913,6,2224404.49,2018232.02,206172.47,781399,575226.37,206172.63,70983.68,60544.91,10438.77
Anna,"Bob's Tavern, Inc. ",120707910,6,1515843.9,1386511.27,129332.63,511524,382094.57,129429.43,44759.11,38176.89,6582.22
Lyons,"AMF Bowling Centers, Inc.",120707904,6,1081757.02,979870.99,101886.03,441066,339179.97,101886.03,35169.26,29997.31,5171.95
Peoria,"The New Peoria Puff, Inc.",120707903,6,6084145.27,5530275.16,553870.11,2213842,1659971.89,553870.11,190998.71,162910.66,28088.05
Wilmington (Will),"Dee & Anna, Inc.",120707848,6,4370954.93,3974593.15,396361.78,1571170,1174808.45,396361.55,136469.83,116400.78,20069.05
Joliet,"Barler's Pub, Inc.",120707847,6,4047665.36,3640719.47,406945.89,1881796,1474850.2,406945.8,140298.45,119666.33,20632.12
East Alton,Ray Herrin Corporation,120707844,6,4687343.69,4254460.38,432883.31,1511214,1078330.79,432883.21,149705.3,127689.81,22015.49
Arlington,Sammy's Place Inc.,120707837,6,977683.11,890337.5,87345.61,373646,286300.39,87345.61,30043.21,25625.1,4418.11
Springfield,"AMF Bowling Centers, Inc.",120707827,5,791679.59,715328.09,76351.5,289759,213407.55,76351.45,26312.36,22442.92,3869.44
Peoria,"CROW'S NEST BAR, INC.",120707824,4,1614599.89,1468337.52,146262.37,568717,422454.63,146262.37,50558.25,43123.22,7435.03
Wood River,"R.G. Tite, Inc.",120707818,6,2341098.47,2126844.39,214254.08,781854,567599.92,214254.08,73990.3,63109.38,10880.92
Berwyn,Friendly Inc.,120707756,4,654073.07,599415.89,54657.18,228330,173626.57,54703.43,18906.59,16126.22,2780.37
